10458	10090
10459	10090
10460	10090
10461	10090
10462	10090
10463	10090
10464	10090
10465	10090
10466	10090
10467	10090
10468	10090
10469	10090
10470	10090
10471	10090
10472	10090
10473	10090
10474	10090
10475	10090
10476	10090
10477	10090
10478	10090
10479	10090
10480	10090
10481	10090
10482	10090
10483	10090
10484	10090
10485	10090
10486	10090
10487	10090
10488	10090
10489	10090
10490	10090
10491	10090
10492	10090
10493	10090
10494	10090
10495	10090
10496	10090
10497	10090
10498	10090
10499	10090
10500	10090
10501	10090
10502	10090
10503	10090
10504	10090
10505	10090
10506	10090
10507	6239
10508	6239
10509	6239
10510	6239
10511	6239
10512	6239
10513	6239
10514	6239
10515	6239
10516	6239
10517	6239
10518	6239
10519	6239
10520	6239
10521	6239
10522	6239
10523	6239
10524	6239
10525	6239
10526	10090, 10116, 9606
10527	7227
10528	7227
10529	7227
10530	7227
10531	7227
10532	7227
10533	7227
10534	7227
10535	7227
10536	7227
10537	7227
10538	7227
10540	7227
10541	7227
10542	7227
10543	7227
10544	7227
10576	10090
10577	10090
10578	10090
10579	10090
10580	9606
10581	10090
10582	9606
10583	10090
10584	10090
10585	9606
10586	9606
10587	10090
10588	9606
10589	10090
10590	9606
10591	9606
10592	10090
10593	9606
10594	10090
10595	9606
10596	9606
10597	9606
10598	9606
10599	9606
10600	10090
10601	9606
10602	10090
10603	10090
10604	9606
10605	10090
10606	9606
10608	9606
10609	9606
10610	9606
10611	9606
10612	9606
10613	10090
10614	10090
10615	9606
10616	9606
10617	9606
10618	10090
10619	10090
10620	10090
10621	9606
10622	9606
10623	10090
10624	9606
10625	10090
10626	9606
10627	9606
10628	9606
10629	10090
10630	9606
10631	9606
10632	10090
10633	9606
10634	10090
10635	10090
10636	9606
10637	9606
10638	10090
10639	10090
10640	10090
10641	10090
10642	10090
10643	9606
10644	9606
10645	9606
10646	9606
10647	9606
10648	9606
10649	9606
10650	9606
10651	9606
10652	9606
10653	9606
10654	9606
10655	9606
10656	10090
10657	9606
10658	10090
10659	9606
10660	9606
10661	9606
10662	9606
10663	9606
10664	9606
10665	10090
10666	10090
10667	10090
10668	10090
10669	9606
10670	9606
10671	9606
10672	10090
10673	10090
10674	9606
10675	9606
10676	9606
10677	9606
10678	9606
10679	9606
10680	9606
10681	9606
10682	9606
10683	9606
10685	7227
10686	7227
10687	7227
10688	7227
10689	7227
10690	7227
10691	7227
10692	7227
10693	7227
10694	7227
10695	7227
10696	7227
10697	6239
10698	6239
10699	6239
10700	6239
10701	6239
10702	6239
10703	6239
10704	6239
10705	6239
10706	6239
10707	3702
10708	3702
10709	3702
10710	3702
10711	3702
10712	3702
10713	3702
10714	3702
10715	3702
10716	3702
10717	3702
10718	3702
10719	3702
10720	3702
10721	3702
10722	3702
10723	3702
10724	3702
10725	3702
10726	3702
10727	3702
10728	3702
10729	3702
10730	3702
10731	3702
10732	3702
10733	3702
10734	3702
10735	3702
10736	3702
10737	3702
10738	3702
10739	3702
10740	3702
10741	3702
10742	3702
10743	3702
10744	3702
10745	3702
10746	3702
10747	3702
10748	3702
10749	3702
10750	3702
10751	3702
10752	3702
10753	10090
10754	9606
10755	9606
10756	10090
10757	9606
10758	9606
10759	9606
10760	9606
10761	9606
10762	9606
10763	10090
